league|time|date|city|title|full|venue|ven_id|score|lat|long|t1|t2|t3|t4|low|med|high|name|xname|id
ncaa_football|03:30 am|2022-11-19|Orlando, FL|Navy at UCF|Navy Midshipmen at UCF Knights Football|FBC Mortgage Stadium|  2756|0.697|28.6069| -81.1973|UCF Knights Football|Navy Midshipmen Football|NA|NA| 24|  88| 12304|NCAA FB|College Football| 344
ncaa_football|12:00 pm|2022-11-19|Lynchburg, VA|Virginia Tech at Liberty|Virginia Tech Hokies at Liberty Flames Football|Williams Stadium|  5912|0.632|37.3537| -79.1740|Liberty Flames Football|Virginia Tech Hokies Football|NA|NA| 73| 132|  1985|NCAA FB|College Football| 345
ncaa_football|07:00 pm|2022-11-15|Toledo, OH|Bowling Green at Toledo|Bowling Green Falcons at Toledo Rockets Football|Glass Bowl|  2749|0.430|41.6616| -83.6119|Toledo Rockets Football|Bowling Green Falcons Football|NA|NA| 24|  54|   145|NCAA FB|College Football| 346
ncaa_football|06:30 pm|2022-11-10|Lafayette, LA|Georgia Southern at Louisiana|Georgia Southern Eagles at Louisiana Ragin Cajuns Football|Cajun Field|  2796|0.443|30.2150| -92.0408|Louisiana Ragin' Cajuns Football|Georgia Southern Eagles Football|NA|NA| 30|  75|   329|NCAA FB|College Football| 347
ncaa_football|12:30 pm|2022-11-12|Washington, DC|Bucknell at Georgetown|Bucknell Bison at Georgetown Hoyas Football|Cooper Field|  5938|0.507|38.9080| -77.0753|Georgetown Hoyas Football|Bucknell Bison Football|NA|NA| 33|  43|    61|NCAA FB|College Football| 348
ncaa_football|03:30 pm|2022-11-19|Charlotte, NC|Louisiana Tech at Charlotte|Louisiana Tech Bulldogs at Charlotte 49ers Football|Jerry Richardson Stadium|  6008|0.506|35.2271| -80.8431|Charlotte 49ers Football|Louisiana Tech Bulldogs Football|NA|NA| 12|  30|    67|NCAA FB|College Football| 349
ncaa_football|01:00 pm|2022-11-12|Newark, DE|Richmond at Delaware|Richmond Spiders at Delaware Blue Hens Football|Delaware Stadium|  3720|0.501|39.6615| -75.7521|Delaware Blue Hens Football|Richmond Spiders Football|NA|NA| 16|  44|   241|NCAA FB|College Football| 350
ncaa_football|03:30 pm|2022-11-12|Raleigh, NC|Boston College at |||NA|NA|NA|NA|||||NA|NA|NA||| 351
ncaa_football|04:00 pm|2022-11-12|Florence, AL|Tennessee Tech at North Alabama|Tennessee Tech Golden Eagles at North Alabama Lions Football|Braly Municipal Stadium|  7036|0.537|34.8120| -87.6716|North Alabama Lions Football|Tennessee Tech Golden Eagles Football|NA|NA| 22|  36|    74|NCAA FB|College Football| 352
ncaa_football|02:00 pm|2022-11-19|Martin, TN|Eastern Illinois at UT Martin|Eastern Illinois Panthers at UT Martin Skyhawks Football|Hardy M. Graham Stadium|  6361|0.537|36.3448| -88.8611|UT Martin Skyhawks Football|Eastern Illinois Panthers Football|NA|NA| 36|  36|    36|NCAA FB|College Football| 353
ncaa_football|08:00 pm|2022-11-11|Cincinnati, OH|East Carolina at Cincinnati|East Carolina Pirates at Cincinnati Bearcats Football|Nippert Stadium|  2815|0.663|39.1316| -84.5169|Cincinnati Bearcats Football|East Carolina Pirates Football|NA|NA| 71| 102|   308|NCAA FB|College Football| 354
ncaa_football|03:30 am|2022-11-19|Philadelphia, PA|Cincinnati at Temple|Cincinnati Bearcats at Temple Owls Football|Lincoln Financial Field|   330|0.627|39.9008| -75.1675|Temple Owls Football|Cincinnati Bearcats Football|NA|NA| 22|  48|   231|NCAA FB|College Football| 355
ncaa_football|02:30 pm|2022-12-19|Conway, SC|Myrtle Beach Bowl|Myrtle Beach Bowl|Brooks Stadium|  5905|0.452|33.7929| -79.0175|Myrtle Beach Bowl|College Football Bowl Games|NA|NA| 50|  61|   208|NCAA FB|College Football| 356
ncaa_football|01:00 pm|2022-11-19|Princeton, NJ|Penn at Princeton|Pennsylvania Quakers at Princeton Tigers Football|Princeton Stadium|  5952|0.400|40.3458| -74.6500|Princeton Tigers Football|Pennsylvania Quakers Football|NA|NA| 11|  46|    77|NCAA FB|College Football| 357
ncaa_football|03:00 pm|2022-11-12|Montgomery, AL|Florida A&M at Alabama State|Florida A&M Rattlers at Alabama State Hornets Football|New ASU Stadium|381460|0.605|32.3642| -86.2896|Alabama State Hornets Football|Florida A&M Rattlers Football|NA|NA| 65|  82|    93|NCAA FB|College Football| 358
ncaa_football|12:00 pm|2022-11-19|Houston, TX|UTSA at Rice|UTSA Roadrunners at Rice Owls Football	|Rice Stadium|  2825|0.516|29.6911| -95.4174|Rice Owls Football|UTSA Roadrunners Football|NA|NA| 39|  65| 12175|NCAA FB|College Football| 359
ncaa_football|04:00 pm|2022-11-12|Mobile, AL|Jackson State at Alabama A&M|Jackson State Tigers at Alabama A&M Bulldogs Football|Ladd Peebles Stadium|  3716|0.546|30.6748| -88.0761|Alabama A&M Bulldogs Football|Jackson State Tigers Football|NA|NA| 66|  77|   108|NCAA FB|College Football| 360
ncaa_football|03:30 am|2022-11-19|Hattiesburg, MS|South Alabama at Southern Miss|South Alabama Jaguars at Southern Miss Golden Eagles Football|USM MM Roberts Stadium|  2798|0.527|31.3266| -89.3303|Southern Miss Golden Eagles Football|South Alabama Jaguars Football|NA|NA| 23|  49|   134|NCAA FB|College Football| 361
ncaa_football|03:30 am|2022-11-26|Lynchburg, VA|New Mexico State at Liberty|New Mexico State Aggies at Liberty Flames Football|Williams Stadium|  5912|0.472|37.3537| -79.1740|Liberty Flames Football|New Mexico State Aggies Football|NA|NA| 14|  33|   165|NCAA FB|College Football| 362
ncaa_football|12:00 pm|2022-11-19|Fairfield, CT|LIU at Sacred Heart|LIU Sharks at Sacred Heart Pioneers Football|Campus Field|  5974|0.475|41.2224| -73.2405|Sacred Heart Pioneers Football|LIU Sharks Football|NA|NA| 36|  41|    56|NCAA FB|College Football| 363
ncaa_football|12:00 pm|2022-11-19|Indianapolis, IN|St. Thomas (MN) at Butler|St. Thomas Tommies at Butler Bulldogs Football|Bud and Jackie Sellick Bowl|  5994|0.475|39.8445| -86.1658|Butler Bulldogs Football|St. Thomas Tommies Football|NA|NA| 66|  66|    68|NCAA FB|College Football| 364
ncaa_football|12:00 pm|2022-11-12|Grand Forks, ND|South Dakota at North Dakota|South Dakota Coyotes at North Dakota Fighting Hawks Football|Alerus Center|   690|0.498|47.9107| -97.0911|North Dakota Fighting Hawks Football|South Dakota Coyotes Football|NA|NA| 35|  67|   123|NCAA FB|College Football| 365
ncaa_football|04:00 pm|2022-11-26|San Marcos, TX|Louisiana at Texas State|Louisiana Ragin Cajuns at Texas State Bobcats Football|Bobcat Stadium (TX State)|  5951|0.471|29.8921| -97.9266|Texas State Bobcats Football|Louisiana Ragin' Cajuns Football|NA|NA| 32|  61|   122|NCAA FB|College Football| 366
ncaa_football|03:30 am|2022-11-16|Mount Pleasant, MI|Western Michigan at Central Michigan|Western Michigan Broncos at Central Michigan Chippewas Football	|Kelly Shorts Stadium|  2735|0.460|43.5912| -84.7752|Central Michigan Chippewas Football|Western Michigan Broncos Football|NA|NA| 22|  38|   115|NCAA FB|College Football| 367
ncaa_football|03:30 am|2022-11-19|Harrisonburg, VA|Georgia State at James Madison|Georgia State Panthers at James Madison Dukes Football|Bridgeforth Stadium|  6029|0.637|38.4353| -78.8729|James Madison Dukes Football|Georgia State Panthers Football|NA|NA| 37|  55|   110|NCAA FB|College Football| 368
ncaa_football|12:00 pm|2022-11-19|Pittsburgh, PA|Wagner at Duquesne|Wagner Seahawks at Duquesne Dukes Football|Arthur J. Rooney Athletic Field|  6005|0.475|40.4367| -79.9905|Duquesne Dukes Football|Wagner Seahawks Football|NA|NA| 42|  50|    55|NCAA FB|College Football| 369
ncaa_football|04:00 pm|2022-11-19|San Marcos, TX|Arkansas State at Texas State|Arkansas State Red Wolves at Texas State Bobcats Football|Bobcat Stadium (TX State)|  5951|0.483|29.8921| -97.9266|Texas State Bobcats Football|Arkansas State Red Wolves Football|NA|NA| 21|  61|   122|NCAA FB|College Football| 370
ncaa_football|12:00 pm|2022-11-19|Richmond, VA|William & Mary at Richmond|William & Mary Tribe at Richmond Spiders Football|Robins Stadium|  5976|0.595|37.5804| -77.5389|Richmond Spiders Football|William & Mary Tribe Football|NA|NA| 53|  69|   116|NCAA FB|College Football| 371
ncaa_football|12:00 pm|2022-11-12|Tampa, FL|SMU at South Florida|SMU Mustangs at South Florida Bulls Football|Raymond James Stadium|    39|0.651|27.9762| -82.5034|South Florida Bulls Football|SMU Mustangs Football|NA|NA| 15|  64|   342|NCAA FB|College Football| 372
ncaa_football|02:00 pm|2022-11-12|Baton Rouge, LA|Southern University at Mississippi Valley State|Mississippi Valley State Delta Devils at Southern Jaguars Football|Ace W. Mumford Stadium|  6021|0.514|30.5204| -91.1855|Mississippi Valley State Delta Devils Football|Southern Jaguars Football|NA|NA| 57|  66|   329|NCAA FB|College Football| 373
ncaa_football|03:30 am|2022-11-26|Lexington, KY|Kentucky at Louisville|Louisville Cardinals at Kentucky Wildcats Football|Kroger Field|  2810|0.762|38.0233| -84.5062|Louisville Cardinals Football|Kentucky Wildcats Football|NA|NA| 87| 190|  2446|NCAA FB|College Football| 374
ncaa_football|04:00 pm|2022-11-19|Conway, AR|Jacksonville State at Central Arkansas|Jacksonville State Gamecocks at Central Arkansas Bears Football|Estes Stadium|  5944|0.555|35.0803| -92.4600|Central Arkansas Bears Football|Jacksonville State Gamecocks Football|NA|NA| 36|  45|    63|NCAA FB|College Football| 375
ncaa_football|03:30 pm|2022-11-12|Huntington, WV|Appalachian State at Marshall|Appalachian State Mountaineers at Marshall Thundering Herd Football|Joan C. Edwards Stadium|  2792|0.495|38.4256| -82.4211|Marshall Thundering Herd Football|Appalachian State Mountaineers Football|NA|NA| 36|  74|   202|NCAA FB|College Football| 376
ncaa_football|01:00 pm|2022-11-12|Jacksonville, AL|Eastern Kentucky at Jacksonville State|Eastern Kentucky Colonels at Jacksonville State Gamecocks Football|Burgess Snow Field at JSU Stadium| 60243|0.322|33.8235| -85.7633|Jacksonville State Gamecocks Football|Eastern Kentucky Colonels Football|NA|NA| 29|  36|    79|NCAA FB|College Football| 377
ncaa_football|03:30 am|2022-11-19|Colorado Springs, CO|Colorado State Rams at Air Force Falcons Football	|Colorado State Rams at Air Force Falcons Football	|Falcon Stadium|  2781|0.597|39.0109|-104.8910|Air Force Falcons Football|Colorado State Rams Football|NA|NA| 18|  51|   151|NCAA FB|College Football| 378
ncaa_football|12:00 pm|2022-11-19|Baltimore, MD|Howard at Morgan State|Howard Bison at Morgan State Bears Football|Hughes Stadium (Morgan State)|  6038|0.392|39.3458| -76.5859|Morgan State Bears Football|Howard Bison Football|NA|NA| 54|  69|    92|NCAA FB|College Football| 379
ncaa_football|01:30 pm|2022-11-19|Hanover, NH|Brown at Dartmouth|Brown Bears at Dartmouth Big Green Football|Memorial Field|  5942|0.353|43.7013| -72.2843|Dartmouth Big Green Football|Brown Bears Football|NA|NA| 37|  50|    74|NCAA FB|College Football| 380
ncaa_football|01:30 pm|2022-11-12|Colorado Springs, CO|New Mexico at Air Force|New Mexico Lobos at Air Force Falcons Football|Falcon Stadium|  2781|0.564|39.0109|-104.8910|Air Force Falcons Football|New Mexico Lobos Football|NA|NA| 20|  54|   149|NCAA FB|College Football| 381
ncaa_football|01:00 pm|2022-11-19|Kingston, RI|Albany at Rhode Island|Albany Great Danes at Rhode Island Rams Football|Meade Stadium|  5975|0.475|41.4877| -71.5358|Rhode Island Rams Football|Albany Great Danes Football|NA|NA| 32|  48|   103|NCAA FB|College Football| 382
ncaa_football|08:00 pm|2022-11-18|Tulsa, OK|South Florida at Tulsa|South Florida Bulls at Tulsa Golden Hurricane Football|HA Chapman Stadium|  2818|0.503|36.1489| -95.9438|Tulsa Golden Hurricane Football|South Florida Bulls Football|NA|NA| 23|  35|   110|NCAA FB|College Football| 383
ncaa_football|03:30 am|2022-11-26|Tampa, FL|UCF at South Florida|UCF Knights at South Florida Bulls Football|Raymond James Stadium|    39|0.693|27.9762| -82.5034|South Florida Bulls Football|UCF Knights Football|NA|NA| 38| 117|   472|NCAA FB|College Football| 384
ncaa_football|01:00 pm|2022-11-12|Bronx, NY|Cortaca Jug: Ithaca Bombers vs SUNY Cortland Red Dragons|Cortaca Jug: Ithaca Bombers vs SUNY Cortland Red Dragons|Yankee Stadium|     8|0.487|40.8296| -73.9262|Cortaca Jug|SUNY Cortland Red Dragons Football|NA|NA| 35|  69|   151|NCAA FB|College Football| 385
ncaa_football|02:00 pm|2022-11-19|Sacramento, CA|UC Davis at Sacramento State|UC Davis Aggies at Sacramento State Hornets Football|Hornet Stadium|  5908|0.555|38.5581|-121.4210|Sacramento State Hornets Football|UC Davis Aggies Football|NA|NA| 44|  60|   141|NCAA FB|College Football| 386
ncaa_football|01:30 pm|2022-11-19|Orangeburg, SC|Norfolk State at South Carolina State|Norfolk State Spartans at South Carolina State Bulldogs Football|Oliver C Dawson Stadium|  5998|0.494|33.4986| -80.8447|South Carolina State Bulldogs Football|Norfolk State Spartans Football|NA|NA| 30|  77|    84|NCAA FB|College Football| 387
ncaa_football|02:30 pm|2022-11-19|Murfreesboro, TN|Florida Atlantic at Middle Tennessee|Florida Atlantic Owls at Middle Tennessee Blue Raiders Football|Floyd Stadium|  2746|0.398|35.8512| -86.3682|Middle Tennessee Blue Raiders Football|Florida Atlantic Owls Football|NA|NA| 30|  54|    77|NCAA FB|College Football| 388
ncaa_football|01:00 pm|2022-11-26|Denton, TX|Rice at North Texas|Rice Owls at North Texas Mean Green Football|Apogee Stadium|  6611|0.499|33.2041| -97.1602|North Texas Mean Green Football|Rice Owls Football|NA|NA| 23|  53|   106|NCAA FB|College Football| 389
ncaa_football|03:00 pm|2022-11-12|Thibodaux, LA|Texas A&M-Commerce Lions at Nicholls Colonels Football|Texas A&M-Commerce Lions at Nicholls Colonels Football|John L. Guidry Stadium|  5949|0.475|29.7957| -90.8014|Nicholls Colonels Football|Texas A&M-Commerce Lions Football|NA|NA| 41|  50|    54|NCAA FB|College Football| 390
ncaa_football|02:30 pm|2022-11-12|Troy, AL|Army Black Knights at Troy|Army Black Knights at Troy Trojans Football	|Veterans Memorial Stadium - AL|  2778|0.468|31.8097| -85.9722|Troy Trojans Football|Army Black Knights Football|NA|NA| 27|  45|   241|NCAA FB|College Football| 391
ncaa_football|03:30 am|2022-11-26|Jonesboro, AR|Troy at Arkansas State|Troy Trojans at Arkansas State Red Wolves Football	|Centennial Bank Stadium|  8896|0.467|35.8432| -90.6797|Arkansas State Red Wolves Football|Troy Trojans Football|NA|NA| 36|  71|   303|NCAA FB|College Football| 392
ncaa_football|02:30 pm|2022-11-12|Murfreesboro, TN|Charlotte at Middle Tennessee|Charlotte 49ers at Middle Tennessee Blue Raiders Football|Floyd Stadium|  2746|0.371|35.8512| -86.3682|Middle Tennessee Blue Raiders Football|Charlotte 49ers Football|NA|NA| 21|  55|   144|NCAA FB|College Football| 393
ncaa_football|12:00 pm|2022-11-19|Pittsburgh, PA|Duke at Pittsburgh|Duke Blue Devils at Pittsburgh Panthers Football|Acrisure Stadium|  1119|0.744|40.4468| -80.0158|Pittsburgh Panthers Football|Duke Blue Devils Football|NA|NA| 17|  53|   214|NCAA FB|College Football| 394
ncaa_football|12:00 pm|2022-11-12|Greensboro, NC|Charleston Southern at North Carolina A&T|Charleston Southern Buccaneers at North Carolina A&T Aggies Football|Truist Stadium - Greensboro|  6006|0.358|36.0812| -79.7699|North Carolina A&T Aggies Football|Charleston Southern Buccaneers Football|NA|NA| 61|  62|   114|NCAA FB|College Football| 395
ncaa_basketball|08:00 pm|2022-11-18|Stanford, CA|Cal Poly at Stanford|Cal Poly Mustangs at Stanford Cardinal Basketball|Maples Pavilion|  3468|0.508|37.4296|-122.1610|Stanford Cardinal Basketball|Cal Poly Mustangs Basketball|NA|NA| 26|  41|    67|NCAA BB|College Basketball| 396
ncaa_basketball|04:30 pm|2022-12-10|East Lansing, MI|Brown at Michigan State|Brown Bears at Michigan State Spartans Basketball|Jack Breslin Student Events Center|  3456|0.615|42.7287| -84.4927|Michigan State Spartans Basketball|Brown Bears Basketball|NA|NA| 15|  32|  1465|NCAA BB|College Basketball| 397
ncaa_basketball|01:00 pm|2022-12-10|Syracuse, NY|Georgetown at Syracuse|Georgetown Hoyas at Syracuse Orange Basketball|JMA Wireless Dome|  1620|0.826|43.0362| -76.1363|Syracuse Orange Basketball|Georgetown Hoyas Basketball|NA|NA| 51| 200|   685|NCAA BB|College Basketball| 398
ncaa_basketball|02:00 pm|2022-11-27|Dallas, TX|Lamar at SMU|Lamar Cardinals at SMU Mustangs Basketball|Moody Coliseum|  3452|0.487|32.8420| -96.7825|SMU Mustangs Basketball|Lamar Cardinals Basketball|NA|NA| 14|  14|   178|NCAA BB|College Basketball| 399
ncaa_basketball|07:00 pm|2022-11-11|Tucson, AZ|Southern University at Arizona|Southern Jaguars at Arizona Wildcats Basketball|McKale Center|  3462|0.557|32.2305|-110.9460|Arizona Wildcats Basketball|Southern Jaguars Basketball|NA|NA| 12|  23|   160|NCAA BB|College Basketball| 400
ncaa_basketball|07:00 pm|2022-12-11|Richmond, VA|Howard at VCU|Howard Bison at VCU Rams Basketball|Stuart C. Siegel Center|  6625|0.503|37.5407| -77.4361|VCU Rams Basketball|Howard Bison Basketball|NA|NA| 54|  63|   181|NCAA BB|College Basketball| 401
ncaa_basketball|04:00 pm|2022-12-03|Piscataway, NJ|Indiana at Rutgers|Indiana Hoosiers at Rutgers Scarlet Knights Basketball|Jersey Mike's Arena|  3447|0.685|40.5252| -74.4414|Rutgers Scarlet Knights Basketball|Indiana Hoosiers Basketball|NA|NA| 84| 134|   404|NCAA BB|College Basketball| 402
ncaa_basketball|07:00 pm|2022-11-11|Philadelphia, PA|Villanova at Temple|Villanova Wildcats at Temple Owls Basketball|Liacouras Center|  3430|0.663|39.9799| -75.1586|Temple Owls Basketball|Villanova Wildcats Basketball|NA|NA| 58| 100|   192|NCAA BB|College Basketball| 403
ncaa_basketball|04:00 pm|2022-12-10|Las Vegas, NV|Jack Jones Hoopfest: Creighton v BYU & Cal State Fullerton v Southern Utah, & Utah St v Loyola Marymount|Jack Jones Hoopfest: Creighton v BYU & Cal State Fullerton v Southern Utah, & Utah St v Loyola Marymount|Michelob ULTRA Arena at Mandalay Bay Resort & Casino|  2962|0.544|36.1026|-115.1720|Jack Jones Hoopfest|Creighton Bluejays Basketball|Cal State Fullerton Titans Basketball|Southern Utah Thunderbirds Basketball|119| 226|   553|NCAA BB|College Basketball| 404
ncaa_basketball|02:00 pm|2022-11-19|Dallas, TX|Evansville at SMU|Evansville Purple Aces at SMU Mustangs Basketball|Moody Coliseum|  3452|0.548|32.8420| -96.7825|SMU Mustangs Basketball|Evansville Purple Aces Basketball|NA|NA| 17|  62|   484|NCAA BB|College Basketball| 405
ncaa_basketball|08:00 pm|2022-12-10|Austin, TX|UAPB at Texas|Arkansas Pine Bluff Golden Lions at Texas Longhorns Basketball|Moody Center ATX|518721|0.654|30.2805| -97.7318|Texas Longhorns Basketball|Arkansas Pine Bluff Golden Lions Basketball|NA|NA| 26|  44|   335|NCAA BB|College Basketball| 406
ncaa_basketball|07:00 pm|2022-12-04|East Lansing, MI|Northwestern at Michigan State|Northwestern Wildcats at Michigan State Spartans Basketball|Jack Breslin Student Events Center|  3456|0.719|42.7287| -84.4927|Michigan State Spartans Basketball|Northwestern Wildcats Basketball|NA|NA| 13|  42|  1465|NCAA BB|College Basketball| 407
ncaa_basketball|07:00 pm|2022-11-11|Columbia, SC|Clemson at South Carolina|Clemson Tigers at South Carolina Gamecocks Basketball|Colonial Life Arena|  1429|0.574|33.9947| -81.0370|South Carolina Gamecocks Basketball|Clemson Tigers Basketball|NA|NA| 30|  69|   339|NCAA BB|College Basketball| 408
ncaa_basketball|04:00 pm|2022-11-26|Providence, RI|Columbia at Providence|Columbia Lions at Providence Friars Basketball|Amica Mutual Pavilion|   805|0.535|41.8236| -71.4180|Providence Friars Basketball|Columbia Lions Basketball|NA|NA| 10|  48|   395|NCAA BB|College Basketball| 409
ncaa_basketball|03:00 pm|2022-11-13|Rochester, MI|Oklahoma State at Oakland|Oklahoma State Cowboys at Oakland Golden Grizzlies Basketball|Athletics Center O'rena|  5149|0.565|42.6678| -83.2083|Oakland Golden Grizzlies Basketball|Oklahoma State Cowboys Basketball|NA|NA| 47|  69|   123|NCAA BB|College Basketball| 410
ncaa_basketball|01:00 pm|2022-12-04|Louisville, KY|Miami (FL) at Louisville|Miami Hurricanes at Louisville Cardinals Basketball|KFC Yum! Center|  4353|0.658|38.2572| -85.7540|Louisville Cardinals Basketball|Miami Hurricanes Basketball|NA|NA| 47| 140|   620|NCAA BB|College Basketball| 411
ncaa_basketball|06:00 pm|2022-11-15|Louisville, KY|Appalachian State at Louisville|Appalachian State Mountaineers at Louisville Cardinals Basketball|KFC Yum! Center|  4353|0.537|38.2572| -85.7540|Louisville Cardinals Basketball|Appalachian State Mountaineers Basketball|NA|NA| 22| 103|   388|NCAA BB|College Basketball| 412
ncaa_basketball|07:00 pm|2022-11-12|Richmond, VA|Morgan State at VCU|Morgan State Bears at VCU Rams Basketball|Stuart C. Siegel Center|  6625|0.530|37.5407| -77.4361|VCU Rams Basketball|Morgan State Bears Basketball|NA|NA| 47|  66|   166|NCAA BB|College Basketball| 413
